day,0,1,2,3,4,5,6
20160229,0,0,4,4,2,6,0
20160301,4,10,12,6,12,10,4
20160302,0,6,2,4,4,0,0
20160303,5,6,6,5,0,6,6
20160304,7,12,7,0,8,8,8
20160307,7,7,0,4,4,6,0
20160308,0,6,4,4,0,7,7
20160309,12,12,12,0,12,12,12
20160310,10,10,0,6,8,6,8
20160311,0,0,0,9,0,9,0
20160314,0,0,15,8,15,0,20
20160315,0,15,8,15,0,20,0
20160316,12,4,12,0,14,0,4
20160317,3,3,0,10,0,4,0
20160318,6,6,6,6,4,8,8
20160321,8,4,8,4,5,8,5
20160322,0,10,0,6,3,6,3
20160323,0,0,4,0,4,0,0
20160324,6,8,6,8,0,10,10
20160328,5,8,5,0,5,8,5
20160329,10,10,0,8,6,8,6
20160330,0,0,6,0,12,0,6
20160331,0,6,0,14,0,8,0
20160401,6,6,6,6,4,8,8
20160404,12,4,12,4,8,8,8
20160405,0,7,0,2,2,3,0
20160406,0,6,4,4,0,7,7
20160407,6,6,6,0,6,12,0
20160408,4,4,6,4,6,4,4
20160411,0,12,6,0,6,6,6
20160412,12,12,0,6,6,6,6
20160413,0,0,0,0,0,0,0
20160414,0,0,0,0,0,0,0
20160415,3,3,3,3,0,12,0
20160418,2,2,2,3,6,3,0
20160419,2,2,8,6,4,2,4
20160420,0,9,6,3,6,3,3
20160421,0,8,3,10,3,0,8
20160422,8,8,18,15,0,18,15
20160425,4,12,12,0,10,12,10
20160426,5,5,0,4,4,6,0
20160427,0,3,2,2,2,5,0
20160428,4,2,4,6,8,2,2
20160429,0,3,6,3,2,2,2
20160502,0,12,0,3,3,3,3
20160503,0,0,0,0,0,0,0
20160504,0,4,4,4,4,0,16
20160505,6,6,6,6,0,12,12
20160506,12,12,12,0,12,12,12
20160509,12,12,0,6,6,6,6
20160510,0,0,0,0,0,0,0
20160511,0,0,0,0,0,0,0
20160512,3,3,3,3,0,12,0
20160513,4,4,4,6,12,3,3
20160516,6,6,12,6,6,6,6
20160517,0,8,0,4,4,0,0
20160518,10,9,10,10,0,9,14
20160519,6,6,6,0,6,12,0
20160520,4,4,6,4,6,4,4
20160523,0,12,7,0,8,8,3
20160524,18,14,0,12,12,4,4
20160525,0,0,0,0,0,0,0
20160526,0,0,0,0,0,0,0
20160527,3,3,3,3,0,12,0
20160531,2,2,2,3,6,3,0
20160601,1,1,2,3,2,1,0
20160602,0,1,2,3,2,1,1
20160603,0,3,6,3,2,2,2
20160606,0,18,0,6,6,6,0
20160607,20,0,8,15,15,0,18
20160608,0,4,12,12,4,18,14
20160609,4,10,10,9,12,7,14
20160610,2,2,6,4,2,4,0
20160613,0,3,2,2,2,3,0
20160614,0,8,4,3,6,3,6
20160615,8,8,4,6,6,6,6
20160616,0,4,0,10,0,3,3
20160617,3,0,10,0,3,4,0
20160620,6,6,6,6,4,8,8
20160621,0,12,6,0,6,6,6
20160622,8,8,0,6,6,6,6
20160623,0,0,8,8,0,8,8
20160624,0,10,10,0,8,12,0
20160627,4,4,6,4,6,4,4
20160628,0,12,6,0,6,6,6
20160629,10,10,0,6,8,6,8
20160630,0,0,0,12,0,6,6
20160701,0,4,16,4,9,8,13
20160705,3,5,3,4,3,8,0
20160706,0,4,2,4,6,2,2
20160707,3,3,8,6,3,4,3
20160708,0,10,0,6,3,6,3
20160711,0,0,6,3,6,0,7
20160712,0,12,12,12,0,14,14
20160713,4,6,4,0,4,8,0
20160714,8,8,4,6,6,6,6
20160715,0,3,2,0,5,0,0
20160718,6,6,6,6,0,8,8
20160719,4,6,4,0,4,8,0
20160720,4,4,6,4,6,4,4
20160721,0,6,3,0,3,6,0
20160722,3,3,3,3,4,4,0
20160725,0,2,1,2,3,2,0
20160726,1,1,4,4,4,1,1
20160727,9,14,10,9,10,10,0
20160728,14,12,12,14,14,0,14
20160729,8,6,8,8,0,14,0
20160801,4,4,4,6,12,3,3
20160802,2,2,6,4,2,4,0
20160803,0,4,4,3,3,3,3
20160804,0,8,4,0,4,6,4
20160805,8,8,0,6,6,6,6
20160808,0,0,7,0,6,3,6
20160809,0,8,0,8,3,9,0
20160810,0,3,2,2,2,5,0
20160811,4,2,4,6,8,2,2
20160812,0,3,6,3,2,2,2
20160815,0,12,0,3,3,3,3
20160816,0,0,0,0,0,0,0
20160817,3,3,3,3,0,12,0
20160818,4,4,4,6,12,3,3
20160819,6,6,12,6,6,6,6
20160822,0,8,0,4,4,0,0
20160823,6,6,6,6,0,8,8
20160824,6,6,6,0,6,12,0
20160825,4,4,6,4,6,4,4
20160826,0,8,4,0,4,6,4
20160829,10,10,0,8,6,8,6
20160830,0,0,4,0,4,0,0
20160831,4,9,4,16,0,13,8
20160901,12,8,18,0,18,8,0
20160902,12,21,0,21,12,0,0
20160906,12,0,6,6,0,0,0
20160907,4,9,9,9,0,13,18
20160908,6,6,6,0,6,12,0
20160909,4,4,6,4,6,4,4
20160912,0,12,6,0,6,6,6
20160913,12,12,0,6,6,6,6
20160914,16,0,4,4,4,4,0
20160915,0,0,0,0,16,0,16
20160916,0,0,0,12,0,12,0
20160919,3,3,6,3,6,9,0
20160920,4,2,4,6,8,2,2
20160921,0,5,6,3,4,4,4
20160922,0,15,0,12,9,6,0
20160923,10,0,10,6,6,0,0
20160926,6,8,6,8,0,10,10
20160927,7,12,7,0,8,8,8
20160928,12,12,0,6,6,6,6
20160929,0,0,0,0,0,0,0
20160930,6,6,6,6,0,12,12
20161003,6,6,6,0,6,12,0
20161004,6,6,4,5,6,5,6
20161005,0,4,6,0,7,3,4
20161006,4,11,0,11,4,6,6
20161007,0,0,5,0,2,3,0
20161010,4,16,4,9,8,13,0
20161011,6,3,4,3,6,0,0
20161012,6,6,6,6,0,8,8
20161013,4,6,4,0,4,8,0
20161014,4,4,6,4,6,4,4
20161017,0,6,3,0,3,6,0
20161018,3,3,3,3,4,4,0
20161019,0,2,1,2,3,2,0
20161020,1,1,4,4,4,1,1
20161021,0,2,3,2,1,2,0
20161024,9,12,6,8,9,8,0
20161025,16,4,9,8,13,0,4
20161026,3,3,0,10,0,4,0
20161027,6,6,6,6,4,8,8
20161028,12,4,12,4,8,8,8
20161031,0,12,0,3,3,3,3
20161101,0,0,0,0,0,0,0
20161102,4,9,9,9,0,13,18
20161103,6,6,6,0,6,12,0
20161104,4,4,6,4,6,4,4
20161107,0,12,7,0,8,8,3
20161108,15,12,0,12,14,4,9
20161109,0,0,0,6,0,6,0
20161110,3,3,6,3,6,9,0
20161111,4,2,4,6,8,2,2
20161114,0,2,3,2,1,2,0
20161115,0,6,3,4,3,4,4
20161116,10,8,10,4,12,6,4
20161117,8,10,4,12,6,4,10
20161118,0,6,4,4,0,7,7
20161121,12,14,14,0,14,14,12
20161122,7,7,0,4,4,6,0
20161123,0,3,2,2,0,7,0
20161125,4,4,4,6,12,3,3
20161128,2,2,6,4,2,4,0
20161129,0,4,4,3,3,3,3
20161130,0,6,3,0,3,6,0
20161201,3,3,3,3,4,4,0
20161202,0,8,4,3,6,3,6
20161205,5,5,3,4,3,6,0
20161206,0,6,3,7,0,7,3
20161207,9,8,13,0,16,4,4
20161208,12,22,0,18,8,8,0
20161209,24,0,8,8,8,0,0
20161212,0,0,0,0,0,0,0
20161213,6,6,6,6,0,12,12
20161214,6,6,6,0,6,12,0
20161215,4,4,6,4,6,4,4
20161216,0,6,3,0,3,6,0
20161219,6,6,4,5,6,5,6
20161220,0,3,4,0,4,3,0
20161221,4,4,3,4,3,6,0
20161222,0,2,1,2,3,2,0
20161223,1,1,4,4,4,1,1
20161227,0,3,6,3,2,2,2
20161228,0,7,0,2,2,3,0
20161229,0,6,4,4,0,7,7
20161230,6,6,6,0,6,12,0
20170103,4,4,6,4,6,4,4
20170104,0,9,5,0,6,8,4
20170105,12,10,0,10,12,6,6
20170106,12,0,14,4,9,9,0
20170109,0,21,0,12,21,0,12
20170110,10,0,6,12,0,8,0
20170111,6,6,8,6,8,9,9
20170112,6,3,6,3,4,8,0
20170113,0,4,4,3,3,3,3
20170117,0,12,6,0,6,6,6
20170118,7,7,0,4,4,6,0
20170119,0,3,2,2,0,7,0
20170120,8,8,8,4,12,4,12
20170123,8,8,4,6,6,6,6
20170124,0,3,0,6,0,3,0
20170125,9,4,16,4,8,13,0
20170126,3,8,3,6,8,0,0
20170127,4,4,4,4,0,6,0
20170130,2,2,2,3,4,3,0
20170131,1,1,4,4,4,1,1
20170201,0,14,8,6,8,8,0
20170202,7,8,3,6,6,0,0
20170203,6,6,6,6,0,8,8
20170206,12,12,12,0,12,12,12
20170207,12,12,0,6,6,6,6
20170208,0,0,0,0,0,0,0
20170209,3,3,3,3,0,12,0
20170210,2,2,2,3,6,3,0
20170213,2,2,8,6,4,2,4
20170214,0,16,6,6,10,6,0
20170215,8,6,3,8,3,0,0
20170216,6,3,6,3,0,10,0
20170217,4,4,4,6,12,3,3
20170221,3,3,12,6,4,4,4
20170222,0,8,0,4,4,3,5
20170223,0,0,4,4,0,8,0
20170224,6,6,6,6,12,6,6
20170227,3,3,12,6,4,4,4
20170228,0,8,0,4,4,3,5
20170301,12,0,9,9,4,14,0
20170302,0,6,6,0,12,0,0
20170303,6,6,6,6,0,8,8
20170306,4,6,4,0,4,8,0
20170307,4,4,6,4,6,4,4
20170308,0,6,3,0,3,6,0
20170309,4,4,6,4,6,4,4
20170310,0,12,7,0,8,8,3
20170313,12,10,0,12,12,4,10
20170314,0,0,4,4,0,8,0
20170315,4,12,14,4,15,11,8
20170316,6,6,3,6,5,4,0
20170317,0,4,2,3,0,5,0
20170320,5,8,5,4,8,4,8
20170321,5,5,3,4,3,6,0
20170322,0,6,4,4,0,5,5
20170323,4,6,4,0,4,8,0
20170324,4,4,6,4,6,4,4
20170327,0,12,6,0,6,6,6
20170328,18,13,0,9,9,9,4
20170329,0,0,0,0,0,0,0
20170330,3,3,3,3,0,12,0
20170331,2,2,2,3,6,3,0
20170403,2,2,8,6,4,2,4
20170404,0,9,6,3,6,3,3
20170405,0,6,0,6,0,0,0
20170406,8,6,8,6,0,10,10
20170407,12,12,12,0,12,12,12
20170410,12,12,0,6,6,6,6
20170411,0,0,0,0,0,0,0
20170412,6,6,6,6,0,12,12
20170413,6,6,6,0,6,12,0
20170417,6,6,4,5,6,5,6
20170418,0,3,4,0,4,3,0
20170419,6,5,6,5,4,6,6
20170420,0,12,7,0,8,8,3
20170421,8,8,0,6,6,4,0
20170424,0,4,6,6,0,8,8
20170425,4,12,14,0,12,15,9
20170426,6,6,0,6,6,6,0
20170427,0,6,3,4,3,5,5
20170428,8,4,8,4,5,8,5
20170501,0,10,0,6,3,6,3
20170502,0,0,6,3,6,0,7
20170503,0,8,6,8,0,14,0
20170504,2,2,2,3,4,3,0
20170505,2,2,8,6,4,2,4
20170508,0,16,6,6,10,6,0
20170509,8,6,3,8,3,0,0
20170510,6,3,6,3,0,10,0
20170511,4,4,4,6,12,3,3
20170512,3,3,12,6,4,4,4
20170515,0,7,0,2,2,3,0
20170516,0,6,4,4,0,7,7
20170517,6,6,6,0,6,12,0
20170518,4,4,6,4,6,4,4
20170519,0,8,4,0,4,6,4
20170522,8,8,0,6,6,6,6
20170523,0,0,6,3,4,3,6
20170524,0,7,6,6,3,12,0
20170525,0,8,4,3,6,3,6
20170526,5,5,3,4,3,6,0
20170530,0,6,4,4,0,5,5
20170531,4,6,4,0,4,8,0
20170601,4,4,6,4,6,4,4
20170602,0,12,8,0,10,10,0
20170605,8,8,0,8,8,0,0
20170606,6,6,6,6,0,8,8
20170607,12,12,12,0,12,12,12
20170608,7,7,0,4,4,6,0
20170609,0,3,2,2,0,7,0
20170612,4,4,4,6,12,3,3
20170613,3,3,12,6,4,4,4
20170614,0,8,0,4,4,3,5
20170615,0,0,6,10,0,10,6
20170616,0,9,14,4,12,8,11
20170619,9,10,4,10,4,9,4
20170620,0,3,2,0,5,0,0
20170621,6,6,6,6,0,8,8
20170622,4,6,4,0,4,8,0
20170623,6,6,4,5,6,5,6
20170626,0,3,4,0,4,3,0
20170627,4,4,3,4,3,6,0
20170628,0,8,4,3,6,3,6
20170629,5,5,3,4,3,6,0
20170630,0,6,4,4,0,5,5
20170703,5,8,5,0,5,8,5
20170705,8,8,0,6,6,6,6
20170706,0,0,5,0,2,3,0
20170707,4,9,4,10,4,10,9
20170710,0,4,6,0,7,3,4
20170711,4,9,0,10,9,6,10
20170712,0,0,4,4,2,6,0
20170713,4,10,12,6,12,10,4
20170714,0,12,3,9,9,0,3
20170717,8,3,6,9,0,4,0
20170718,4,3,5,3,3,8,0
20170719,8,3,8,6,8,3,8
20170720,0,5,2,2,2,3,0
20170721,0,6,4,4,0,5,5
20170724,7,12,7,0,8,8,8
20170725,8,8,0,6,6,6,6
20170726,0,0,8,8,0,8,8
20170727,0,10,10,0,8,12,0
20170728,4,4,6,4,6,4,4
20170731,0,12,6,0,6,6,6
20170801,12,12,0,6,6,6,6
20170802,16,0,4,4,4,4,0
20170803,0,0,0,0,0,0,0
20170804,6,6,6,6,0,12,12
20170807,12,12,12,0,12,12,12
20170808,8,8,0,6,6,6,6
20170809,0,0,6,6,3,8,7
20170810,0,8,8,6,8,14,0
20170811,1,1,4,4,4,1,1
20170814,0,3,6,3,2,2,2
20170815,0,8,0,4,4,3,5
20170816,0,0,4,4,0,8,0
20170817,3,4,4,3,8,6,0
20170818,1,1,4,4,4,1,1
20170821,0,3,6,3,2,2,2
20170822,0,18,0,6,6,6,0
20170823,18,0,12,12,12,0,18
20170824,0,6,6,6,0,18,0
20170825,4,4,4,6,12,3,3
20170828,6,6,12,6,6,6,6
20170829,0,15,0,9,12,0,6
20170830,10,0,6,12,0,8,0
20170831,6,6,8,6,8,9,9
20170901,6,3,6,3,4,8,0
20170905,0,3,2,2,2,3,0
20170906,0,4,2,4,6,2,2
20170907,3,3,8,6,3,4,3
20170908,0,5,0,3,2,4,0
20170911,0,4,8,3,6,9,0
20170912,3,8,3,6,8,0,0
20170913,4,4,4,4,0,6,0
20170914,2,2,2,3,4,3,0
20170915,5,5,9,6,6,5,6
20170918,0,6,2,4,4,0,0
20170919,5,6,6,5,0,6,6
20170920,4,6,4,0,4,8,0
20170921,3,3,3,3,4,4,0
20170922,0,8,4,3,6,3,6
20170925,9,9,8,6,8,6,6
20170926,0,12,0,12,0,0,0
20170927,16,0,16,0,16,0,16
20170928,0,0,0,12,0,12,0
20170929,6,6,8,6,8,9,9
20171002,6,3,6,3,4,8,0
20171003,0,6,3,4,3,4,4
20171004,0,3,4,0,4,3,0
20171005,6,8,4,8,4,8,6
20171006,0,3,4,0,4,3,0
20171009,6,5,6,5,4,6,6
20171010,0,6,3,0,3,6,0
20171011,6,6,4,5,6,5,6
20171012,0,3,4,0,4,3,0
20171013,6,5,6,5,4,6,6
20171016,10,12,10,4,12,12,0
20171017,8,8,0,8,8,0,0
20171018,5,3,4,4,0,8,0
20171019,2,2,2,3,6,3,0
20171020,1,1,4,4,4,1,1
20171023,0,3,4,3,2,2,2
20171024,0,14,0,8,6,8,0
20171025,7,0,6,3,6,0,0
20171026,4,10,9,10,0,11,14
20171027,12,12,12,0,14,14,0
20171030,15,15,0,18,20,0,8
20171031,15,4,12,14,4,8,11
20171101,3,3,6,3,6,9,0
20171102,4,2,4,6,8,2,2
20171103,0,3,6,3,2,2,2
20171106,0,8,0,4,4,3,5
20171107,0,0,4,4,0,8,0
20171108,6,6,6,6,12,6,6
20171109,2,2,6,4,2,4,0
20171110,0,3,2,2,2,3,0
20171113,0,4,2,4,6,2,2
20171114,2,2,6,4,2,4,0
20171115,0,4,4,3,3,3,3
20171116,0,12,6,0,6,6,6
20171117,8,8,0,6,6,6,6
20171120,0,0,8,8,0,8,8
20171121,0,18,20,0,15,15,8
20171122,15,12,0,12,14,4,9
20171124,0,0,0,6,0,6,0
20171127,3,3,6,3,6,9,0
20171128,2,2,2,4,4,2,0
20171129,0,1,1,2,1,1,0
20171130,0,5,6,4,4,4,3
20171201,0,6,2,4,4,0,0
20171204,4,4,4,4,0,6,0
20171205,8,10,7,4,10,6,9
20171206,8,8,4,6,6,6,6
20171207,0,8,0,14,0,6,0
20171208,12,0,21,0,21,0,12
20171211,0,12,0,24,0,12,0
20171212,6,0,12,0,6,0,0
20171213,6,8,6,8,0,10,10
20171214,5,8,5,0,5,8,5
20171215,10,10,0,8,6,8,6
20171218,0,0,9,0,9,0,0
20171219,0,9,0,9,0,0,0
20171220,8,6,8,6,0,10,10
20171221,12,12,12,0,12,12,12
20171222,8,8,0,6,6,6,6
20171226,0,0,4,4,0,8,0
20171227,6,6,6,6,12,6,6
20171228,3,3,12,6,4,4,4
20171229,0,7,0,2,2,3,0
20180102,0,4,3,3,0,10,0
20180103,4,6,6,4,11,0,11
20180104,6,6,6,6,0,8,8
20180105,10,12,10,0,12,12,4
20180108,8,8,0,6,6,4,0
20180109,0,6,4,4,0,7,7
20180110,8,8,8,0,7,12,7
20180111,10,10,0,8,6,8,6
20180112,0,0,9,0,9,0,0
20180116,0,9,0,9,0,0,0
20180117,9,4,14,12,0,12,15
20180118,3,8,8,0,7,12,0
20180119,3,3,3,3,4,4,0
20180122,0,2,1,2,3,2,0
20180123,2,2,8,6,4,2,4
20180124,0,5,2,2,2,3,0
20180125,0,4,2,3,0,5,0
20180126,5,8,5,4,8,4,8
20180129,5,5,3,4,3,6,0
20180130,0,6,4,4,0,5,5
20180131,10,14,9,0,10,10,9
20180201,16,11,0,9,12,9,9
20180202,0,0,0,6,0,6,0
20180205,6,6,8,6,8,9,9
20180206,12,4,12,4,8,8,8
20180207,0,7,0,2,2,3,0
20180208,0,3,2,2,0,7,0
20180209,8,8,8,4,12,4,12
20180212,9,9,8,6,8,6,6
20180213,0,8,0,12,6,0,10
20180214,8,0,20,18,0,15,15
20180215,0,18,18,0,12,12,12
20180216,7,7,0,4,4,6,0
20180220,0,3,2,2,0,7,0
20180221,2,2,2,3,6,3,0
20180222,5,5,9,6,6,5,6
20180223,0,15,6,9,12,0,0
20180226,21,12,12,21,0,0,0
20180227,9,0,9,0,0,0,0
20180228,6,6,6,6,0,12,12
20180301,6,6,6,0,6,12,0
20180302,4,4,6,4,6,4,4
20180305,0,8,4,0,4,6,4
20180306,10,7,0,7,10,8,8
20180307,0,0,4,4,2,6,0
20180308,4,9,12,6,9,7,9
20180309,0,16,6,6,10,6,0
20180312,18,8,8,18,15,0,15
20180313,6,0,12,9,0,15,0
20180314,6,6,6,6,12,6,6
20180315,3,3,12,6,4,4,4
20180316,0,10,0,3,6,3,6
20180319,0,0,0,6,0,6,0
20180320,6,6,8,6,8,9,9
20180321,6,3,6,3,4,8,0
20180322,0,4,4,3,3,3,3
20180323,0,6,3,0,3,6,0
20180326,12,9,4,8,9,8,4
20180327,0,3,2,0,5,0,0
20180328,6,6,6,6,0,8,8
20180329,7,12,7,0,8,8,8
20180402,8,8,0,6,6,6,6
20180403,0,0,6,10,0,10,6
20180404,0,12,22,0,18,8,8
20180405,8,10,4,12,6,4,10
20180406,0,3,2,2,0,7,0
20180409,4,4,4,6,12,3,3
20180410,3,3,12,6,4,4,4
20180411,0,7,0,2,2,3,0
20180412,0,4,6,6,0,8,8
20180413,4,12,12,0,10,12,10
20180416,8,8,0,6,6,6,6
20180417,0,0,9,0,3,3,3
20180418,0,10,0,3,3,4,0
20180419,0,3,2,2,0,7,0
20180420,2,2,2,3,6,3,0
20180423,2,2,8,6,4,2,4
20180424,0,8,3,3,5,3,4
20180425,0,4,0,10,0,3,3
20180426,8,0,22,0,18,8,12
20180427,0,10,0,12,6,8,0
20180430,8,4,9,12,4,8,9
20180501,8,18,15,8,18,15,0
20180502,20,18,8,15,15,0,0
20180503,12,0,6,6,0,0,0
20180504,4,9,9,9,0,13,18
20180507,6,6,6,0,6,12,0
20180508,3,3,3,3,4,4,0
20180509,0,4,2,4,6,2,2
20180510,6,6,12,6,6,6,6
20180511,0,8,0,4,4,0,0
20180514,6,6,6,6,0,8,8
20180515,6,6,6,0,6,12,0
20180516,8,8,4,6,6,6,6
20180517,0,3,2,0,5,0,0
20180518,6,6,6,6,0,8,8
20180521,7,12,7,0,8,8,8
20180522,7,7,0,4,4,6,0
20180523,0,4,3,8,0,9,6
20180524,3,3,10,0,8,8,0
20180525,6,5,6,5,4,6,6
20180529,0,6,3,0,3,6,0
20180530,4,4,6,4,6,4,4
20180531,0,6,3,0,3,6,0
20180601,12,9,4,8,9,8,4
20180604,11,4,6,4,11,4,4
20180605,4,4,0,15,12,4,15
20180606,3,0,9,9,3,12,0
20180607,3,4,4,4,6,5,0
20180608,0,1,1,2,1,1,0
20180611,0,1,2,3,2,1,1
20180612,0,6,8,3,4,4,3
20180613,0,8,0,4,4,0,0
20180614,6,6,6,6,0,8,8
20180615,6,6,6,0,6,12,0
20180618,4,4,6,4,6,4,4
20180619,0,6,3,0,3,6,0
20180620,4,4,6,4,6,4,4
20180621,0,8,4,0,4,6,4
20180622,12,9,0,8,9,8,6
20180625,0,0,5,0,2,3,0
20180626,4,11,4,6,4,11,4
20180627,0,4,3,6,9,0,8
20180628,4,4,12,15,0,15,4
20180629,3,6,9,0,8,4,0
20180702,6,8,4,8,4,8,6
20180703,0,3,4,0,4,3,0
20180705,6,5,6,5,4,6,6
20180706,0,12,6,0,6,6,6
20180709,18,13,0,9,9,9,4
20180710,0,0,0,0,0,0,0
20180711,3,3,3,3,0,12,0
20180712,8,8,8,4,12,4,12
20180713,6,6,4,6,5,6,5
20180716,0,3,4,5,0,6,0
20180717,6,6,5,6,9,5,5
20180718,2,2,6,4,2,4,0
20180719,0,6,3,4,3,4,4
20180720,0,3,4,0,4,3,0
20180723,6,5,6,5,4,6,6
20180724,0,12,7,0,8,8,3
20180725,18,14,0,12,12,4,4
20180726,0,0,0,0,0,0,0
20180727,3,3,3,3,0,12,0
20180730,4,4,4,6,12,3,3
20180731,3,3,12,6,4,4,4
20180801,0,18,0,6,6,6,0
20180802,22,0,8,8,18,0,12
20180803,0,0,0,12,0,12,0
20180806,6,6,8,6,8,9,9
20180807,6,3,6,3,4,8,0
20180808,0,4,4,3,3,3,3
20180809,0,12,6,0,6,6,6
20180810,7,7,0,4,4,6,0
20180813,0,4,6,6,0,8,8
20180814,4,12,12,0,10,12,10
20180815,6,6,0,5,6,6,5
20180816,0,0,10,6,6,10,0
20180817,0,21,12,12,21,0,0
20180820,10,6,6,10,0,0,0
20180821,8,6,8,6,0,10,10
20180822,12,12,12,0,12,12,12
20180823,12,12,0,6,6,6,6
20180824,0,0,0,0,0,0,0
20180827,0,0,0,0,0,0,0
20180828,0,0,0,0,16,0,16
20180829,0,0,0,16,0,16,0
20180830,0,0,15,8,15,0,20
20180831,0,12,15,16,0,16,15
20180904,4,8,6,0,5,9,0
20180905,3,3,3,3,4,4,0
20180906,0,2,1,2,3,2,0
20180907,1,1,4,4,4,1,1
20180910,0,2,3,2,1,2,0
20180911,0,12,3,6,6,7,0
20180912,6,3,4,3,6,0,0
20180913,6,6,4,11,0,11,4
20180914,4,3,7,0,6,4,0
20180917,4,4,3,4,3,6,0
20180918,0,4,2,4,6,2,2
20180919,5,5,9,6,5,6,6
20180920,0,15,0,12,9,6,0
20180921,10,0,10,6,6,0,0
20180924,4,10,9,10,0,11,14
20180925,8,10,7,0,7,10,8
20180926,5,5,0,4,4,6,0
20180927,0,4,5,6,3,6,6
20180928,3,6,8,3,5,9,0
20181001,0,4,4,3,3,3,3
20181002,9,12,9,4,10,10,4
20181003,18,14,0,12,12,4,4
20181004,0,0,0,0,0,0,0
20181005,6,6,6,6,0,12,12
20181008,12,12,12,0,12,12,12
20181009,12,12,0,6,6,6,6
20181010,0,0,0,0,0,0,0
20181011,6,6,6,6,0,12,12
20181012,12,12,12,0,12,12,12
20181015,7,7,0,4,4,6,0
20181016,0,4,6,6,0,8,8
20181017,3,8,8,0,7,12,0
20181018,3,3,3,3,4,4,0
20181019,0,8,4,3,6,3,6
20181022,8,8,4,6,6,6,6
20181023,0,4,0,10,0,3,3
20181024,3,0,10,0,3,4,0
20181025,6,6,6,6,4,8,8
20181026,0,6,3,0,3,6,0
20181029,3,3,3,3,4,4,0
20181030,0,8,4,3,6,3,6
20181031,16,10,8,9,12,9,4
20181101,0,12,0,12,9,0,9
20181102,9,0,9,12,0,12,0
20181105,6,6,8,6,8,9,9
20181106,12,4,12,4,8,8,8
20181107,0,12,0,3,3,3,3
20181108,0,0,3,3,3,0,9
20181109,0,6,6,6,0,18,0
20181112,2,2,2,3,6,3,0
20181113,1,1,4,4,4,1,1
20181114,0,3,4,3,2,2,2
20181115,0,14,0,8,6,8,0
20181116,18,0,12,8,18,0,8
20181119,0,6,0,14,0,8,0
20181120,4,3,5,3,3,8,0
20181121,8,3,8,6,8,3,8
20181123,0,8,3,3,5,3,4
20181126,0,4,0,10,0,3,3
20181127,4,0,14,0,12,4,12
20181128,0,20,0,15,8,15,0
20181129,7,0,6,3,6,0,0
20181130,6,8,6,8,0,10,10
20181203,7,12,7,0,8,8,8
20181204,7,7,0,4,4,6,0
20181206,0,6,4,4,0,7,7
20181207,6,6,6,0,6,12,0
20181210,6,6,4,5,6,5,6
20181211,0,4,6,0,7,3,4
20181212,4,16,0,13,8,9,4
20181213,16,0,13,8,9,4,4
20181214,0,10,0,3,3,4,0
20181217,0,6,4,4,0,7,7
20181218,12,12,12,0,12,12,12
20181219,7,7,0,4,4,6,0
20181220,0,6,4,4,0,7,7
20181221,6,6,6,0,6,12,0
20181224,4,4,6,4,6,4,4
20181226,0,12,8,0,10,10,0
20181227,12,10,4,12,12,0,10
20181228,10,9,10,10,0,9,14
20181231,12,14,14,0,14,14,12
20190102,7,7,0,4,4,6,0
20190103,0,3,2,2,0,7,0
20190104,4,4,4,6,12,3,3
20190107,3,3,8,6,3,4,3
20190108,0,8,0,5,3,4,4
20190109,0,0,7,0,6,3,6
20190110,0,9,4,10,6,9,10
20190111,0,3,2,2,2,5,0
20190114,2,2,2,4,4,2,0
20190115,0,2,4,4,2,2,2
20190116,0,8,3,3,5,3,4
20190117,0,4,0,9,6,3,8
20190118,4,0,14,18,4,12,12
20190122,0,8,10,3,6,9,0
20190123,0,4,4,3,3,3,3
20190124,0,8,4,0,4,6,4
20190125,10,10,0,8,6,8,6
20190128,0,0,4,0,4,0,0
20190129,3,6,3,6,0,10,0
20190130,8,9,8,4,12,9,4
20190131,6,6,3,6,5,4,0
